rank,combo_id,COOLDOWN_S,SAME_LEVEL_POST_WIN_BLOCK_S,SAME_LEVEL_POST_SL_BLOCK_S,MIN_ENTRY_TICKS,MAX_SPREAD,n_trades,n_wins,win_rate,trades_per_day,gross_pnl,net_pnl,avg_hold_s,profit_factor,avg_mfe,avg_mae,max_dd,n_TP,n_BE,n_TRAIL,n_SL
370,114,90,600,900,20,2.5000,95,58,0.6105,6.1883,-35.7600,-90.5800,200.5895,0.6599,3.6567,-3.6657,110.5000,0,0,62,33
371,116,90,600,900,45,2.5000,95,58,0.6105,6.1883,-35.7600,-90.5800,200.5895,0.6599,3.6567,-3.6657,110.5000,0,0,62,33
372,117,90,600,900,60,2.5000,95,58,0.6105,6.1883,-35.7600,-90.5800,200.5895,0.6599,3.6567,-3.6657,110.5000,0,0,62,33
373,118,90,600,900,90,2.5000,95,58,0.6105,6.1883,-35.7600,-90.5800,200.5895,0.6599,3.6567,-3.6657,110.5000,0,0,62,33
374,164,90,600,900,30,2.5000,95,58,0.6105,6.1883,-35.7600,-90.5800,200.5895,0.6599,3.6567,-3.6657,110.5000,0,0,62,33
375,17,90,600,900,30,2.5000,95,58,0.6105,6.1883,-35.7600,-90.5800,200.5895,0.6599,3.6567,-3.6657,110.5000,0,0,62,33
376,66,90,600,900,30,2.5000,95,58,0.6105,6.1883,-35.7600,-90.5800,200.5895,0.6599,3.6567,-3.6657,110.5000,0,0,62,33
377,11,60,900,900,30,2.5000,88,54,0.6136,5.7324,-50.0850,-102.6950,193.9318,0.5833,3.4707,-3.7711,121.5550,0,0,58,30
378,4,30,900,900,30,2.5000,88,54,0.6136,5.7324,-50.0850,-102.6950,193.9318,0.5833,3.4707,-3.7711,121.5550,0,0,58,30
379,32,270,900,900,30,2.5000,85,51,0.6000,5.5369,-50.9500,-105.7000,194.5647,0.5669,3.4688,-3.6707,121.2300,0,0,55,30
380,342,180,1800,900,30,5.0000,81,46,0.5679,5.2808,-57.6750,-114.0450,195.0617,0.5262,3.4364,-3.7178,127.3550,0,0,51,30
381,341,180,1800,900,30,3.5000,81,46,0.5679,5.2808,-57.6750,-114.0450,195.0617,0.5262,3.4364,-3.7178,127.3550,0,0,51,30
382,340,180,1800,900,30,3.0000,81,46,0.5679,5.2808,-57.6850,-114.0550,195.0617,0.5262,3.4362,-3.7178,127.3550,0,0,51,30
383,34,270,1800,900,30,2.5000,81,48,0.5926,5.2808,-58.8950,-111.2150,194.7037,0.5397,3.4183,-3.7263,124.5650,0,0,51,30
384,18,90,900,900,30,2.5000,87,53,0.6092,5.6672,-52.7450,-105.1350,190.7011,0.5734,3.4425,-3.7040,123.9950,0,0,57,30
385,279,180,900,900,90,2.5000,85,51,0.6000,5.5369,-55.4000,-107.1700,193.9647,0.5646,3.4460,-3.6955,122.7000,0,0,55,30
386,227,180,900,900,30,2.5000,85,51,0.6000,5.5369,-55.4000,-107.1700,193.9647,0.5646,3.4460,-3.6955,122.7000,0,0,55,30
387,325,180,900,900,30,2.5000,85,51,0.6000,5.5369,-55.4000,-107.1700,193.9647,0.5646,3.4460,-3.6955,122.7000,0,0,55,30
388,25,180,900,900,30,2.5000,85,51,0.6000,5.5369,-55.4000,-107.1700,193.9647,0.5646,3.4460,-3.6955,122.7000,0,0,55,30
389,273,180,900,900,10,2.5000,85,51,0.6000,5.5369,-55.4000,-107.1700,193.9647,0.5646,3.4460,-3.6955,122.7000,0,0,55,30
390,274,180,900,900,15,2.5000,85,51,0.6000,5.5369,-55.4000,-107.1700,193.9647,0.5646,3.4460,-3.6955,122.7000,0,0,55,30
391,275,180,900,900,20,2.5000,85,51,0.6000,5.5369,-55.4000,-107.1700,193.9647,0.5646,3.4460,-3.6955,122.7000,0,0,55,30
392,276,180,900,900,30,2.5000,85,51,0.6000,5.5369,-55.4000,-107.1700,193.9647,0.5646,3.4460,-3.6955,122.7000,0,0,55,30
393,277,180,900,900,45,2.5000,85,51,0.6000,5.5369,-55.4000,-107.1700,193.9647,0.5646,3.4460,-3.6955,122.7000,0,0,55,30
394,278,180,900,900,60,2.5000,85,51,0.6000,5.5369,-55.4000,-107.1700,193.9647,0.5646,3.4460,-3.6955,122.7000,0,0,55,30
395,324,180,900,900,30,2.0000,85,52,0.6118,5.5369,-55.6300,-106.9600,193.9294,0.5658,3.4435,-3.6979,121.1000,0,0,55,30
396,315,180,600,900,30,1.0000,93,58,0.6237,6.0581,-53.0350,-99.4350,202.9140,0.6177,3.4842,-3.6763,114.0050,0,0,60,33
397,483,180,600,900,90,1.0000,93,58,0.6237,6.0581,-53.0350,-99.4350,202.9140,0.6177,3.4842,-3.6763,114.0050,0,0,60,33
398,168,180,600,900,30,1.0000,93,58,0.6237,6.0581,-53.0350,-99.4350,202.9140,0.6177,3.4842,-3.6763,114.0050,0,0,60,33
399,476,180,600,900,60,1.0000,93,58,0.6237,6.0581,-53.0350,-99.4350,202.9140,0.6177,3.4842,-3.6763,114.0050,0,0,60,33
400,413,180,600,900,30,1.0000,93,58,0.6237,6.0581,-53.0350,-99.4350,202.9140,0.6177,3.4842,-3.6763,114.0050,0,0,60,33
401,469,180,600,900,45,1.0000,93,58,0.6237,6.0581,-53.0350,-99.4350,202.9140,0.6177,3.4842,-3.6763,114.0050,0,0,60,33
402,462,180,600,900,30,1.0000,93,58,0.6237,6.0581,-53.0350,-99.4350,202.9140,0.6177,3.4842,-3.6763,114.0050,0,0,60,33
403,455,180,600,900,20,1.0000,93,58,0.6237,6.0581,-53.0350,-99.4350,202.9140,0.6177,3.4842,-3.6763,114.0050,0,0,60,33
404,441,180,600,900,10,1.0000,93,58,0.6237,6.0581,-53.0350,-99.4350,202.9140,0.6177,3.4842,-3.6763,114.0050,0,0,60,33
405,448,180,600,900,15,1.0000,93,58,0.6237,6.0581,-53.0350,-99.4350,202.9140,0.6177,3.4842,-3.6763,114.0050,0,0,60,33
406,323,180,900,900,30,1.5000,86,51,0.5930,5.6021,-56.0650,-112.2750,189.2093,0.5474,3.4415,-3.6723,125.7800,0,0,56,30
407,327,180,900,900,30,3.5000,85,50,0.5882,5.5370,-55.9900,-113.2300,190.4706,0.5438,3.4261,-3.6836,128.5700,0,0,55,30
408,328,180,900,900,30,5.0000,85,50,0.5882,5.5370,-55.9900,-113.2300,190.4706,0.5438,3.4261,-3.6836,128.5700,0,0,55,30
409,326,180,900,900,30,3.0000,85,50,0.5882,5.5369,-55.6600,-114.2500,190.5529,0.5397,3.4339,-3.6826,128.3800,0,0,55,30
410,446,180,600,900,10,3.5000,94,55,0.5851,6.1232,-36.2600,-97.4700,197.8298,0.6335,3.6005,-3.6004,113.8700,0,0,61,33
411,489,180,600,900,90,5.0000,94,55,0.5851,6.1232,-36.2600,-97.4700,197.8298,0.6335,3.6005,-3.6004,113.8700,0,0,61,33
412,488,180,600,900,90,3.5000,94,55,0.5851,6.1232,-36.2600,-97.4700,197.8298,0.6335,3.6005,-3.6004,113.8700,0,0,61,33
413,482,180,600,900,60,5.0000,94,55,0.5851,6.1232,-36.2600,-97.4700,197.8298,0.6335,3.6005,-3.6004,113.8700,0,0,61,33
414,481,180,600,900,60,3.5000,94,55,0.5851,6.1232,-36.2600,-97.4700,197.8298,0.6335,3.6005,-3.6004,113.8700,0,0,61,33
415,454,180,600,900,15,5.0000,94,55,0.5851,6.1232,-36.2600,-97.4700,197.8298,0.6335,3.6005,-3.6004,113.8700,0,0,61,33
416,475,180,600,900,45,5.0000,94,55,0.5851,6.1232,-36.2600,-97.4700,197.8298,0.6335,3.6005,-3.6004,113.8700,0,0,61,33
417,474,180,600,900,45,3.5000,94,55,0.5851,6.1232,-36.2600,-97.4700,197.8298,0.6335,3.6005,-3.6004,113.8700,0,0,61,33
418,447,180,600,900,10,5.0000,94,55,0.5851,6.1232,-36.2600,-97.4700,197.8298,0.6335,3.6005,-3.6004,113.8700,0,0,61,33
419,468,180,600,900,30,5.0000,94,55,0.5851,6.1232,-36.2600,-97.4700,197.8298,0.6335,3.6005,-3.6004,113.8700,0,0,61,33
420,467,180,600,900,30,3.5000,94,55,0.5851,6.1232,-36.2600,-97.4700,197.8298,0.6335,3.6005,-3.6004,113.8700,0,0,61,33
421,453,180,600,900,15,3.5000,94,55,0.5851,6.1232,-36.2600,-97.4700,197.8298,0.6335,3.6005,-3.6004,113.8700,0,0,61,33
422,461,180,600,900,20,5.0000,94,55,0.5851,6.1232,-36.2600,-97.4700,197.8298,0.6335,3.6005,-3.6004,113.8700,0,0,61,33
423,460,180,600,900,20,3.5000,94,55,0.5851,6.1232,-36.2600,-97.4700,197.8298,0.6335,3.6005,-3.6004,113.8700,0,0,61,33
424,419,180,600,900,30,5.0000,94,55,0.5851,6.1232,-36.2600,-97.4700,197.8298,0.6335,3.6005,-3.6004,113.8700,0,0,61,33
425,418,180,600,900,30,3.5000,94,55,0.5851,6.1232,-36.2600,-97.4700,197.8298,0.6335,3.6005,-3.6004,113.8700,0,0,61,33
426,173,180,600,900,30,3.5000,94,55,0.5851,6.1232,-36.2600,-97.4700,197.8298,0.6335,3.6005,-3.6004,113.8700,0,0,61,33
427,174,180,600,900,30,5.0000,94,55,0.5851,6.1232,-36.2600,-97.4700,197.8298,0.6335,3.6005,-3.6004,113.8700,0,0,61,33
428,321,180,600,900,30,5.0000,94,55,0.5851,6.1232,-36.2600,-97.4700,197.8298,0.6335,3.6005,-3.6004,113.8700,0,0,61,33
429,320,180,600,900,30,3.5000,94,55,0.5851,6.1232,-36.2600,-97.4700,197.8298,0.6335,3.6005,-3.6004,113.8700,0,0,61,33
430,456,180,600,900,20,1.5000,94,55,0.5851,6.1232,-38.4000,-98.4400,197.1915,0.6297,3.6095,-3.6263,113.0050,0,0,61,33
431,484,180,600,900,90,1.5000,94,55,0.5851,6.1232,-38.4000,-98.4400,197.1915,0.6297,3.6095,-3.6263,113.0050,0,0,61,33
432,169,180,600,900,30,1.5000,94,55,0.5851,6.1232,-38.4000,-98.4400,197.1915,0.6297,3.6095,-3.6263,113.0050,0,0,61,33
433,477,180,600,900,60,1.5000,94,55,0.5851,6.1232,-38.4000,-98.4400,197.1915,0.6297,3.6095,-3.6263,113.0050,0,0,61,33
434,470,180,600,900,45,1.5000,94,55,0.5851,6.1232,-38.4000,-98.4400,197.1915,0.6297,3.6095,-3.6263,113.0050,0,0,61,33
435,463,180,600,900,30,1.5000,94,55,0.5851,6.1232,-38.4000,-98.4400,197.1915,0.6297,3.6095,-3.6263,113.0050,0,0,61,33
436,449,180,600,900,15,1.5000,94,55,0.5851,6.1232,-38.4000,-98.4400,197.1915,0.6297,3.6095,-3.6263,113.0050,0,0,61,33
437,442,180,600,900,10,1.5000,94,55,0.5851,6.1232,-38.4000,-98.4400,197.1915,0.6297,3.6095,-3.6263,113.0050,0,0,61,33
438,414,180,600,900,30,1.5000,94,55,0.5851,6.1232,-38.4000,-98.4400,197.1915,0.6297,3.6095,-3.6263,113.0050,0,0,61,33
439,316,180,600,900,30,1.5000,94,55,0.5851,6.1232,-38.4000,-98.4400,197.1915,0.6297,3.6095,-3.6263,113.0050,0,0,61,33
440,417,180,600,900,30,3.0000,94,55,0.5851,6.1232,-35.9300,-98.4900,197.9043,0.6297,3.6076,-3.5995,113.6800,0,0,61,33
441,172,180,600,900,30,3.0000,94,55,0.5851,6.1232,-35.9300,-98.4900,197.9043,0.6297,3.6076,-3.5995,113.6800,0,0,61,33
442,473,180,600,900,45,3.0000,94,55,0.5851,6.1232,-35.9300,-98.4900,197.9043,0.6297,3.6076,-3.5995,113.6800,0,0,61,33
443,466,180,600,900,30,3.0000,94,55,0.5851,6.1232,-35.9300,-98.4900,197.9043,0.6297,3.6076,-3.5995,113.6800,0,0,61,33
444,480,180,600,900,60,3.0000,94,55,0.5851,6.1232,-35.9300,-98.4900,197.9043,0.6297,3.6076,-3.5995,113.6800,0,0,61,33
445,459,180,600,900,20,3.0000,94,55,0.5851,6.1232,-35.9300,-98.4900,197.9043,0.6297,3.6076,-3.5995,113.6800,0,0,61,33
446,452,180,600,900,15,3.0000,94,55,0.5851,6.1232,-35.9300,-98.4900,197.9043,0.6297,3.6076,-3.5995,113.6800,0,0,61,33
447,487,180,600,900,90,3.0000,94,55,0.5851,6.1232,-35.9300,-98.4900,197.9043,0.6297,3.6076,-3.5995,113.6800,0,0,61,33
448,445,180,600,900,10,3.0000,94,55,0.5851,6.1232,-35.9300,-98.4900,197.9043,0.6297,3.6076,-3.5995,113.6800,0,0,61,33
449,319,180,600,900,30,3.0000,94,55,0.5851,6.1232,-35.9300,-98.4900,197.9043,0.6297,3.6076,-3.5995,113.6800,0,0,61,33
450,49,30,600,120,30,2.5000,106,65,0.6132,6.9049,-35.8800,-91.3800,214.3962,0.6858,3.7485,-3.7697,116.9100,0,0,69,37
451,56,60,600,120,30,2.5000,106,65,0.6132,6.9049,-35.8800,-91.3800,214.3962,0.6858,3.7485,-3.7697,116.9100,0,0,69,37
452,84,360,600,120,30,2.5000,97,59,0.6082,6.3186,-39.7250,-100.3650,217.1134,0.6258,3.5134,-3.6807,117.4150,0,0,64,33
453,85,360,600,300,30,2.5000,97,59,0.6082,6.3186,-39.7250,-100.3650,217.1134,0.6258,3.5134,-3.6807,117.4150,0,0,64,33
454,184,360,600,900,30,2.0000,91,54,0.5934,5.9278,-46.0950,-101.8850,215.4835,0.6168,3.6169,-3.7520,117.0850,0,0,58,33
455,135,360,600,900,20,2.5000,91,53,0.5824,5.9278,-45.8650,-102.0950,215.5165,0.6157,3.6192,-3.7497,118.6850,0,0,58,33
456,38,360,600,900,30,2.5000,91,53,0.5824,5.9278,-45.8650,-102.0950,215.5165,0.6157,3.6192,-3.7497,118.6850,0,0,58,33
457,87,360,600,900,30,2.5000,91,53,0.5824,5.9278,-45.8650,-102.0950,215.5165,0.6157,3.6192,-3.7497,118.6850,0,0,58,33
458,185,360,600,900,30,2.5000,91,53,0.5824,5.9278,-45.8650,-102.0950,215.5165,0.6157,3.6192,-3.7497,118.6850,0,0,58,33
459,134,360,600,900,15,2.5000,91,53,0.5824,5.9278,-45.8650,-102.0950,215.5165,0.6157,3.6192,-3.7497,118.6850,0,0,58,33
460,133,360,600,900,10,2.5000,91,53,0.5824,5.9278,-45.8650,-102.0950,215.5165,0.6157,3.6192,-3.7497,118.6850,0,0,58,33
461,136,360,600,900,30,2.5000,91,53,0.5824,5.9278,-45.8650,-102.0950,215.5165,0.6157,3.6192,-3.7497,118.6850,0,0,58,33
462,137,360,600,900,45,2.5000,91,53,0.5824,5.9278,-45.8650,-102.0950,215.5165,0.6157,3.6192,-3.7497,118.6850,0,0,58,33
463,138,360,600,900,60,2.5000,91,53,0.5824,5.9278,-45.8650,-102.0950,215.5165,0.6157,3.6192,-3.7497,118.6850,0,0,58,33
464,139,360,600,900,90,2.5000,91,53,0.5824,5.9278,-45.8650,-102.0950,215.5165,0.6157,3.6192,-3.7497,118.6850,0,0,58,33
465,182,360,600,900,30,1.0000,91,56,0.6154,5.9278,-56.9150,-104.6050,207.3516,0.6010,3.5350,-3.7723,119.1750,0,0,58,33
466,180,270,600,900,30,3.5000,94,56,0.5957,6.1232,-41.6000,-100.2900,198.1915,0.6295,3.5974,-3.6772,116.6900,0,0,61,33
467,181,270,600,900,30,5.0000,94,56,0.5957,6.1232,-41.6000,-100.2900,198.1915,0.6295,3.5974,-3.6772,116.6900,0,0,61,33
468,392,180,600,120,30,1.0000,101,64,0.6337,6.5792,-49.3850,-98.6150,209.7426,0.6427,3.5550,-3.7240,118.7950,0,0,66,35
469,179,270,600,900,30,3.0000,94,56,0.5957,6.1232,-41.2700,-101.3100,198.2660,0.6258,3.6045,-3.6764,116.5000,0,0,61,33
470,175,270,600,900,30,1.0000,93,58,0.6237,6.0581,-58.4150,-104.8150,203.2151,0.6062,3.4808,-3.7450,119.3850,0,0,60,33
471,224,180,900,120,30,2.5000,94,56,0.5957,6.1232,-47.0900,-103.3300,212.8511,0.6174,3.6337,-3.8403,121.4400,0,0,61,33
472,176,270,600,900,30,1.5000,94,55,0.5851,6.1232,-43.6700,-103.7500,197.4681,0.6174,3.6072,-3.6840,118.3150,0,0,61,33
473,167,90,600,900,30,5.0000,96,57,0.5938,6.2535,-42.1750,-102.6850,196.8125,0.6258,3.6036,-3.6747,122.4150,0,0,62,34
474,166,90,600,900,30,3.5000,96,57,0.5938,6.2535,-42.1750,-102.6850,196.8125,0.6258,3.6036,-3.6747,122.4150,0,0,62,34
475,155,60,600,900,30,1.5000,96,57,0.5938,6.2535,-44.3150,-103.6550,196.1875,0.6222,3.6124,-3.7001,121.5500,0,0,62,34
476,162,90,600,900,30,1.5000,96,57,0.5938,6.2535,-44.3150,-103.6550,196.1875,0.6222,3.6124,-3.7001,121.5500,0,0,62,34
477,148,30,600,900,30,1.5000,96,57,0.5938,6.2535,-44.3150,-103.6550,196.1875,0.6222,3.6124,-3.7001,121.5500,0,0,62,34
478,165,90,600,900,30,3.0000,96,57,0.5938,6.2535,-41.8450,-103.7050,196.8854,0.6221,3.6106,-3.6739,122.2250,0,0,62,34
479,161,90,600,900,30,1.0000,95,59,0.6211,6.1883,-58.9500,-107.1700,201.8316,0.6029,3.4898,-3.7659,125.0700,0,0,61,34
480,154,60,600,900,30,1.0000,95,59,0.6211,6.1883,-58.9500,-107.1700,201.8316,0.6029,3.4898,-3.7659,125.0700,0,0,61,34
481,147,30,600,900,30,1.0000,95,59,0.6211,6.1883,-58.9500,-107.1700,201.8316,0.6029,3.4898,-3.7659,125.0700,0,0,61,34
482,238,180,1800,120,30,2.5000,90,53,0.5889,5.8675,-59.7350,-112.4250,201.5667,0.5839,3.6380,-3.8602,134.1050,0,0,56,34
483,187,360,600,900,30,3.5000,92,52,0.5652,5.9930,-52.2800,-114.2000,211.4130,0.5829,3.5643,-3.7582,130.6000,0,0,58,34
484,188,360,600,900,30,5.0000,92,52,0.5652,5.9930,-52.2800,-114.2000,211.4130,0.5829,3.5643,-3.7582,130.6000,0,0,58,34
485,183,360,600,900,30,1.5000,92,52,0.5652,5.9929,-54.3500,-115.1000,210.7609,0.5794,3.5743,-3.7795,129.6650,0,0,58,34
486,186,360,600,900,30,3.0000,92,52,0.5652,5.9929,-51.9500,-115.2200,211.4891,0.5791,3.5715,-3.7573,130.4100,0,0,58,34
487,63,90,600,120,30,2.5000,106,63,0.5943,6.9049,-64.4900,-121.7300,209.6604,0.6092,3.5781,-3.8248,147.2600,0,0,67,39
488,7,60,60,900,30,2.5000,132,80,0.6061,8.5738,-23.0850,-118.3650,248.5530,0.6538,3.7530,-3.6902,155.8350,0,0,92,40
489,0,30,60,900,30,2.5000,132,80,0.6061,8.5738,-23.0850,-118.3650,248.5530,0.6538,3.7530,-3.6902,155.8350,0,0,92,40
490,14,90,60,900,30,2.5000,120,70,0.5833,7.8161,-94.2950,-174.4450,210.1583,0.5368,3.5379,-4.0026,200.8850,0,0,77,43
