ts,o,h,l,c,spr
1779774540,4526.8700,4527.9650,4526.4150,4527.6550,0.5292
1779774600,4527.5850,4529.2335,4527.5750,4528.8150,0.5346
1779774660,4528.8350,4529.0035,4527.7700,4528.0600,0.5393
1779774720,4527.9650,4527.9650,4526.8150,4527.0135,0.5412
1779774780,4527.0200,4527.5200,4526.3700,4526.7100,0.5300
1779774840,4526.7300,4527.7685,4526.7200,4527.7585,0.5479
1779774900,4527.8235,4527.9050,4526.7585,4527.1200,0.5240
1779774960,4527.1500,4527.8500,4527.1050,4527.4700,0.5308
1779775020,4527.4800,4527.6635,4524.7850,4524.8400,0.5439
1779775080,4524.8600,4525.8750,4523.5050,4525.7850,0.5840
1779775140,4525.8650,4526.7400,4525.5200,4525.5550,0.5598
1779775200,4525.4100,4525.7600,4524.7800,4525.7450,0.5476
1779775260,4525.6500,4525.8150,4522.9300,4524.8150,0.5395
1779775320,4524.8050,4527.4800,4524.5200,4527.3050,0.5302
1779775380,4527.2850,4527.8150,4526.6100,4527.4000,0.5763
1779775440,4527.4300,4529.4250,4526.9200,4528.9185,0.6034
1779775500,4528.9050,4529.3300,4527.8400,4528.6750,0.5913
1779775560,4528.6650,4528.7050,4526.8500,4527.3100,0.5797
1779775620,4527.2950,4527.6950,4526.4250,4527.5300,0.5897
1779775680,4527.5950,4530.2200,4527.4350,4530.0100,0.5728
1779775740,4530.0300,4530.7200,4530.0150,4530.5950,0.5383
1779775800,4530.5900,4531.0900,4530.1800,4530.4950,0.5751
1779775860,4530.5000,4531.2800,4530.2850,4531.0700,0.5637
1779775920,4531.2850,4531.3000,4530.2950,4530.7300,0.5600
1779775980,4530.7050,4531.5335,4529.2300,4530.5600,0.5525
1779776040,4530.4850,4530.8000,4529.1200,4529.4985,0.5724
1779776100,4529.4065,4530.6900,4529.1750,4530.2535,0.5333
1779776160,4530.2585,4530.6285,4530.0150,4530.4100,0.5305
1779776220,4530.3950,4530.6750,4529.7550,4530.4500,0.5490
1779776280,4530.4650,4531.2050,4530.4650,4530.8550,0.5224
1779776340,4530.8785,4531.5050,4529.4200,4529.4300,0.5423
1779776400,4529.3800,4530.3500,4529.0700,4530.3100,0.5621
1779776460,4530.3400,4530.5300,4529.1500,4529.3900,0.5541
1779776520,4529.3950,4529.7450,4529.0250,4529.7200,0.5867
1779776580,4529.7485,4530.2100,4529.2400,4529.9450,0.5388
1779776640,4529.9700,4531.3650,4529.8750,4530.1050,0.5204
1779776700,4530.0150,4530.1900,4528.8435,4529.0150,0.5645
1779776760,4529.1900,4530.1085,4529.0800,4530.0935,0.5760
1779776820,4530.0700,4530.9500,4529.5415,4529.8100,0.5414
1779776880,4529.7900,4531.5235,4529.7400,4530.7450,0.5433
1779776940,4530.7885,4531.3985,4530.7335,4531.3985,0.5954
1779777000,4531.4035,4533.8950,4530.4050,4532.6485,0.6358
1779777060,4532.7085,4532.7085,4530.6950,4531.0265,0.5620
1779777120,4531.2700,4534.0000,4530.6050,4533.7500,0.5805
1779777180,4533.6900,4534.0050,4532.9700,4532.9850,0.5762
1779777240,4533.0335,4533.8435,4532.3250,4533.6435,0.5426
1779777300,4533.6635,4534.6250,4533.4500,4533.7550,0.5402
1779777360,4534.0735,4534.3600,4532.4800,4533.4085,0.5545
1779777420,4533.4600,4535.2800,4533.2600,4534.5300,0.5639
1779777480,4534.5200,4534.6135,4533.7050,4534.5785,0.5486
1779777540,4534.6785,4534.7250,4532.7350,4532.7450,0.5404
1779777600,4532.7600,4533.0950,4530.0350,4530.3500,0.5338
1779777660,4530.3600,4531.0250,4528.1450,4529.1700,0.5344
1779777720,4529.0550,4529.9050,4528.3850,4528.4200,0.5510
1779777780,4528.3750,4531.1950,4528.1800,4529.9450,0.5461
1779777840,4529.9300,4531.1000,4529.6550,4529.9350,0.5306
1779777900,4529.9150,4529.9150,4528.6550,4529.1250,0.5344
1779777960,4529.1500,4529.6000,4528.2000,4528.4000,0.4908
1779778020,4528.3800,4528.4350,4526.3950,4527.3800,0.5054
1779778080,4527.3650,4529.7200,4527.1635,4529.6600,0.5371
1779778140,4529.6750,4530.0850,4527.7200,4527.9750,0.5306
1779778200,4527.9850,4528.3700,4526.5350,4528.1250,0.5452
1779778260,4528.1150,4528.3435,4525.2500,4525.7700,0.5255
1779778320,4525.6950,4526.1900,4523.7000,4524.1500,0.5132
1779778380,4524.1650,4526.1400,4523.8050,4525.7150,0.5018
1779778440,4525.7500,4527.1885,4525.3250,4527.1235,0.5267
1779778500,4527.1185,4527.2135,4525.0250,4525.2350,0.4992
1779778560,4525.2535,4527.1950,4525.0700,4527.1785,0.4610
1779778620,4527.1885,4527.5650,4526.8035,4527.3100,0.5126
1779778680,4527.2700,4528.8500,4527.2400,4528.8100,0.5266
1779778740,4528.8050,4528.8050,4527.0950,4527.3250,0.5200
1779778800,4527.2800,4529.9400,4527.0850,4528.9635,0.5187
1779778860,4528.9735,4529.3335,4528.2850,4529.2050,0.5212
1779778920,4529.2585,4531.1585,4528.9550,4530.8900,0.5279
1779778980,4530.8950,4531.5835,4530.7200,4531.2935,0.5211
1779779040,4531.3085,4531.3635,4530.3900,4531.1950,0.4750
1779779100,4531.1700,4531.9200,4530.3400,4530.6150,0.5090
1779779160,4530.6700,4531.1085,4530.2900,4530.5585,0.5105
1779779220,4530.6285,4532.2885,4530.6285,4531.9750,0.5296
1779779280,4531.9600,4532.3200,4530.9750,4531.4700,0.5227
1779779340,4531.4800,4532.3550,4531.0550,4531.1100,0.5187
1779779400,4531.1150,4531.5600,4529.1150,4529.7950,0.5195
1779779460,4529.7700,4530.6035,4529.7550,4530.4150,0.5337
1779779520,4530.3800,4530.5400,4529.6850,4530.1900,0.5234
1779779580,4530.1800,4532.7435,4529.9650,4532.3850,0.4918
1779779640,4532.4300,4532.9250,4531.3550,4531.7550,0.5190
1779779700,4531.7650,4531.8800,4529.3400,4530.4350,0.4877
1779779760,4530.4500,4531.2200,4530.4500,4530.9500,0.5006
1779779820,4530.9250,4532.2050,4530.7900,4531.1250,0.5295
1779779880,4531.0650,4531.5050,4530.4465,4530.8600,0.5272
1779779940,4530.8585,4531.0800,4530.2415,4530.9500,0.5160
1779780000,4530.9700,4532.9150,4530.1950,4532.8850,0.5178
1779780060,4532.8950,4533.2600,4532.0250,4532.4700,0.5033
1779780120,4532.4800,4534.2450,4532.2350,4533.3035,0.5410
1779780180,4533.3235,4534.7350,4533.1950,4534.7350,0.5392
1779780240,4534.6050,4534.8700,4532.9700,4534.0800,0.5079
1779780300,4534.0900,4536.2250,4534.0900,4535.8250,0.4946
1779780360,4535.8000,4536.2750,4535.4550,4535.4735,0.5234
1779780420,4535.4835,4535.5700,4533.9800,4534.5750,0.5276
1779780480,4534.5500,4534.7800,4528.8750,4529.7700,0.5271
1779780540,4529.7100,4532.9150,4528.4950,4530.4500,0.5313
1779780600,4530.4650,4531.4600,4529.1750,4531.3650,0.5412
1779780660,4531.3550,4531.3800,4529.6900,4530.0300,0.5414
1779780720,4530.0200,4530.2550,4528.8000,4529.0700,0.5354
1779780780,4529.0600,4530.6700,4528.9150,4530.2850,0.5181
1779780840,4530.2000,4531.3400,4529.9000,4530.8650,0.5335
1779780900,4530.8200,4532.0685,4530.8200,4531.6100,0.5275
1779780960,4531.6300,4532.6100,4531.1650,4532.2850,0.5213
1779781020,4532.2800,4533.4400,4531.9200,4532.7300,0.5183
1779781080,4532.8035,4532.8900,4531.1100,4531.3300,0.5314
1779781140,4531.3250,4532.5500,4531.1250,4531.8250,0.5153
1779781200,4531.8200,4533.9435,4531.4050,4533.2800,0.5136
1779781260,4533.2650,4534.1100,4532.9300,4533.5000,0.4785
1779781320,4533.5050,4533.8700,4532.8000,4532.8000,0.5055
1779781380,4532.7700,4533.1950,4532.4985,4532.9900,0.5132
1779781440,4532.9750,4534.0000,4532.6900,4533.9500,0.5295
1779781500,4533.9600,4534.1550,4532.1250,4532.1850,0.5320
1779781560,4532.2050,4532.2250,4531.1465,4531.2150,0.5473
1779781620,4531.2100,4531.4700,4530.6400,4530.7950,0.5468
1779781680,4530.7950,4532.3150,4530.7165,4532.2650,0.5520
1779781740,4532.2800,4532.3000,4528.8700,4529.7600,0.5546
1779781800,4529.7050,4530.7100,4529.5165,4530.4050,0.5426
1779781860,4530.5200,4530.9800,4528.9400,4529.1200,0.5437
1779781920,4529.1450,4530.2750,4528.8000,4529.3850,0.5680
1779781980,4529.1950,4531.0950,4528.5850,4530.9400,0.5431
1779782040,4530.9500,4531.6335,4530.6950,4531.5450,0.4979
1779782100,4531.4850,4532.1450,4531.1200,4532.0650,0.4465
1779782160,4532.1750,4533.6150,4532.1250,4533.1200,0.3990
1779782220,4533.1700,4533.3450,4532.0550,4532.3550,0.3969
1779782280,4532.3050,4532.6700,4531.1450,4531.3650,0.3930
1779782340,4531.3900,4531.4835,4530.5550,4531.0750,0.5216
1779782400,4531.1050,4532.4650,4531.0150,4531.8350,0.5870
1779782460,4532.0050,4532.6950,4531.2150,4531.7750,0.4225
1779782520,4531.8000,4533.6250,4531.7700,4532.9935,0.4227
1779782580,4532.9835,4533.1350,4531.0500,4531.3650,0.4817
1779782640,4531.4135,4531.7800,4529.3250,4531.7035,0.5303
1779782700,4531.6885,4534.1350,4530.3500,4530.8385,0.5328
1779782760,4531.2050,4533.5485,4530.8535,4532.8535,0.5222
1779782820,4532.8300,4533.0000,4531.7900,4531.8950,0.5278
1779782880,4531.9400,4533.1600,4530.6150,4530.6350,0.4975
1779782940,4530.5350,4530.7400,4527.6715,4527.7150,0.4024
1779783000,4527.5300,4529.1050,4525.9900,4528.9000,0.4125
1779783060,4528.9150,4530.5250,4528.6750,4529.3150,0.4395
1779783120,4529.3300,4529.8150,4527.2650,4528.2200,0.4496
1779783180,4528.2000,4528.6350,4526.5950,4528.2100,0.4498
1779783240,4528.1800,4529.3200,4528.0550,4528.6400,0.4699
1779783300,4528.6100,4528.6500,4526.6350,4527.0000,0.4435
1779783360,4526.9800,4527.5050,4524.9200,4524.9600,0.4717
1779783420,4524.9400,4525.3200,4522.1665,4522.7150,0.4918
1779783480,4522.7600,4525.3485,4522.7150,4524.3700,0.4774
1779783540,4524.3900,4527.2600,4524.2700,4526.9300,0.4338
1779783600,4526.9450,4527.0150,4525.5050,4526.7300,0.4260
1779783660,4526.6850,4526.9300,4525.1650,4525.5050,0.4487
1779783720,4525.4950,4526.4800,4525.2900,4526.4100,0.4521
1779783780,4526.4200,4527.6085,4526.4150,4527.5000,0.4777
1779783840,4527.4200,4530.4150,4527.3950,4530.2600,0.5079
1779783900,4530.2750,4530.5300,4529.3250,4529.7700,0.4972
1779783960,4529.8550,4530.4150,4529.3100,4529.4950,0.4169
1779784020,4529.4850,4531.2700,4528.9000,4531.2500,0.3849
1779784080,4531.2350,4531.2500,4530.0850,4530.3350,0.4895
1779784140,4530.3300,4530.3450,4529.1550,4529.8000,0.5182
1779784200,4529.8485,4530.0600,4527.3350,4527.6650,0.5329
1779784260,4527.7500,4528.8800,4527.0200,4528.7250,0.5363
1779784320,4528.7000,4529.2450,4524.0600,4525.4950,0.5420
1779784380,4525.6100,4526.1550,4523.2350,4525.0550,0.5354
1779784440,4524.9600,4526.5500,4524.1550,4526.1500,0.5428
1779784500,4526.1350,4526.5535,4523.2350,4524.4450,0.5366
1779784560,4524.4500,4525.5700,4523.9600,4524.8250,0.5376
1779784620,4524.8650,4525.7300,4522.6400,4522.8050,0.5315
1779784680,4522.8150,4523.5050,4521.7650,4523.0750,0.4901
1779784740,4523.1200,4523.8650,4521.8850,4523.2550,0.4993
1779784800,4523.2050,4525.0550,4522.0900,4524.6150,0.5135
1779784860,4524.6550,4525.3900,4524.3350,4524.5050,0.5182
1779784920,4524.4950,4525.5400,4524.2850,4524.5150,0.5246
1779784980,4524.5250,4526.6300,4524.4800,4525.7550,0.5314
1779785040,4525.7650,4527.6750,4525.7250,4526.8135,0.5158
1779785100,4526.8235,4527.4100,4525.3500,4526.0500,0.5028
1779785160,4526.0250,4530.5035,4525.8500,4530.0785,0.5019
1779785220,4530.0885,4531.2800,4530.0300,4530.2350,0.5095
1779785280,4530.2450,4532.2100,4530.2450,4532.1950,0.5306
1779785340,4532.2100,4533.5400,4531.5850,4533.4850,0.5163
1779785400,4533.4650,4535.3850,4533.4650,4535.1850,0.5191
1779785460,4535.1900,4535.5750,4533.4200,4533.5050,0.5067
1779785520,4533.5150,4533.7700,4532.3065,4532.5835,0.5027
1779785580,4532.5985,4532.9900,4532.3750,4532.4165,0.5059
1779785640,4532.3150,4532.8900,4531.6800,4531.7700,0.5210
1779785700,4531.7600,4534.0250,4531.7600,4533.7700,0.5182
1779785760,4533.8550,4536.3350,4533.7200,4534.4500,0.4929
1779785820,4534.4600,4539.1550,4534.3200,4538.1150,0.4815
1779785880,4538.1000,4539.0500,4537.5450,4538.0950,0.4963
1779785940,4538.1000,4539.1200,4538.0150,4538.3650,0.5123
1779786000,4538.3750,4539.0415,4536.0465,4536.5000,0.5307
1779786060,4536.2950,4536.9550,4535.5665,4535.6000,0.5413
1779786120,4535.5915,4536.8550,4535.5015,4535.5465,0.5326
1779786180,4535.5615,4537.7150,4535.3850,4537.1600,0.5315
1779786240,4537.0665,4537.2100,4535.4665,4535.8815,0.5023
1779786300,4535.8315,4536.1900,4534.7400,4534.8865,0.4904
1779786360,4534.8615,4535.0885,4532.8200,4533.4150,0.5071
1779786420,4533.4300,4534.2850,4532.7865,4533.8615,0.5413
1779786480,4533.8150,4534.0100,4533.1650,4533.6450,0.5477
1779786540,4533.6050,4534.4150,4533.0950,4533.0950,0.5415
1779786600,4533.1050,4533.6550,4531.8950,4532.2300,0.4799
1779786660,4532.1715,4532.9985,4532.0850,4532.5800,0.5066
1779786720,4532.5300,4533.0850,4531.5300,4531.8650,0.5177
1779786780,4531.8900,4532.2200,4528.0250,4528.1650,0.5139
1779786840,4528.1900,4528.8200,4527.1950,4527.6950,0.4916
1779786900,4527.6900,4530.0500,4527.5100,4528.3550,0.5255
1779786960,4528.3950,4529.3750,4527.8050,4527.8050,0.5289
1779787020,4527.8100,4529.3050,4527.7100,4529.2800,0.5358
1779787080,4529.3000,4529.7400,4528.7300,4529.3500,0.5269
1779787140,4529.3400,4529.9700,4528.7550,4529.7300,0.5347
1779787200,4529.7600,4530.0750,4527.5050,4527.8800,0.5432
1779787260,4527.8700,4529.1850,4527.1950,4529.0600,0.4963
1779787320,4529.0700,4529.2750,4528.5500,4529.0350,0.5337
1779787380,4529.0600,4529.6250,4528.9400,4529.0850,0.5099
1779787440,4529.1400,4529.4750,4526.3100,4527.2400,0.5141
1779787500,4527.2550,4528.0750,4526.1600,4526.5650,0.5020
1779787560,4526.5500,4526.5800,4523.8200,4524.6050,0.4763
1779787620,4524.6150,4524.9150,4523.0650,4524.7900,0.5089
1779787680,4524.7600,4525.0750,4523.4900,4524.1000,0.4868
1779787740,4523.9900,4524.2600,4520.5950,4522.4800,0.5179
1779787800,4522.3200,4522.4100,4520.4100,4520.9400,0.5426
1779787860,4520.9650,4523.2400,4520.9650,4522.2600,0.5093
1779787920,4521.9800,4522.0300,4520.6900,4521.3350,0.5275
1779787980,4521.2850,4522.0100,4520.7450,4521.7550,0.5239
1779788040,4521.7900,4522.4700,4520.1050,4521.5000,0.5272
1779788100,4521.4085,4522.3300,4520.5050,4520.8900,0.5390
1779788160,4520.8850,4522.0100,4520.7350,4521.9250,0.5373
1779788220,4521.8650,4523.3750,4521.2650,4523.0615,0.5193
1779788280,4523.0765,4523.8550,4522.9500,4523.1100,0.4864
1779788340,4522.7800,4523.2850,4522.0100,4522.4300,0.5355
1779788400,4522.4450,4523.3650,4521.9000,4522.9850,0.5322
1779788460,4522.9950,4524.2550,4522.5350,4524.2550,0.5453
1779788520,4524.2800,4526.4935,4524.2600,4525.9150,0.5344
1779788580,4525.9350,4526.0750,4524.4200,4524.7800,0.5533
1779788640,4524.8735,4526.5585,4524.7235,4525.6385,0.5950
1779788700,4525.6335,4526.8900,4525.5235,4526.0785,0.5671
1779788760,4526.0335,4527.5450,4525.7550,4526.2385,0.5719
1779788820,4526.0700,4526.5350,4525.1100,4525.8200,0.5420
1779788880,4525.8250,4525.9650,4523.6100,4524.6100,0.5279
1779788940,4524.5600,4524.5700,4521.5400,4522.3950,0.5326
1779789000,4522.4100,4522.5850,4520.3250,4522.5850,0.5290
1779789060,4522.5450,4524.9200,4522.3850,4524.9200,0.5207
1779789120,4524.9500,4525.4000,4524.3850,4524.4150,0.5143
1779789180,4524.4985,4524.8800,4524.1100,4524.6650,0.5139
1779789240,4524.7150,4524.9300,4524.0050,4524.3600,0.5136
1779789300,4524.4300,4524.5250,4522.9350,4523.0950,0.5092
1779789360,4523.1250,4524.3600,4523.1250,4523.9750,0.5347
1779789420,4523.9450,4523.9750,4522.8900,4523.5800,0.5051
1779789480,4523.5550,4523.7900,4523.2650,4523.3450,0.4686
1779789540,4523.3150,4524.3350,4522.2600,4523.8800,0.5011
1779789600,4523.8950,4524.5950,4523.1550,4523.3550,0.5214
1779789660,4523.3500,4523.6350,4522.6900,4523.5550,0.5278
1779789720,4523.4850,4524.6000,4523.3950,4524.3800,0.5386
1779789780,4524.4050,4524.4200,4523.0600,4523.9050,0.5328
1779789840,4523.8250,4524.8050,4523.3450,4524.6400,0.5256
1779789900,4524.6250,4524.9200,4523.8400,4524.7250,0.5127
1779789960,4524.7300,4525.1700,4523.7950,4524.3350,0.5364
1779790020,4524.3250,4525.0250,4522.2950,4522.6800,0.5382
1779790080,4522.7050,4523.4800,4522.6950,4523.3650,0.5341
1779790140,4523.3350,4523.6250,4522.4950,4523.5050,0.5387
1779790200,4523.4950,4523.7250,4523.0800,4523.3935,0.5136
1779790260,4523.3735,4523.6200,4523.0550,4523.2650,0.5279
1779790320,4523.1950,4523.5250,4522.3300,4523.3550,0.5325
1779790380,4523.3900,4523.4100,4520.8850,4521.2350,0.5233
1779790440,4521.2700,4521.6900,4519.4200,4520.6550,0.5094
1779790500,4520.6150,4520.6350,4518.8650,4519.6600,0.5214
1779790560,4519.6550,4519.8800,4518.3600,4519.3500,0.5274
1779790620,4519.3350,4524.2950,4519.1750,4523.6500,0.5401
1779790680,4523.6550,4524.7400,4523.5250,4524.5450,0.5305
1779790740,4524.5600,4525.7600,4524.2000,4524.8950,0.5085
1779790800,4524.9985,4525.6850,4523.6950,4523.8200,0.5150
1779790860,4523.9350,4525.6500,4523.3450,4524.7650,0.5270
1779790920,4524.9150,4524.9300,4523.9500,4524.1400,0.5276
1779790980,4524.1250,4524.1835,4520.9500,4520.9650,0.5346
1779791040,4520.9300,4523.1285,4520.9285,4522.2800,0.5346
1779791100,4522.2700,4523.9100,4521.7985,4523.7550,0.5388
1779791160,4523.7450,4525.1700,4522.8500,4524.9400,0.5545
1779791220,4525.6450,4526.5600,4525.0750,4526.3600,0.5655
1779791280,4526.3550,4526.4700,4524.8550,4526.3050,0.5321
1779791340,4526.3200,4526.5300,4524.7200,4524.9300,0.5262
1779791400,4524.9750,4525.4200,4520.9150,4521.8450,0.5506
1779791460,4521.8650,4522.0950,4519.2250,4519.7650,0.5348
1779791520,4519.7750,4520.2450,4517.1400,4518.4450,0.5596
1779791580,4518.3800,4521.2750,4518.3800,4520.3600,0.5459
1779791640,4520.2800,4520.3350,4517.8250,4518.1450,0.5403
1779791700,4518.2200,4518.5500,4516.3700,4516.9400,0.5518
1779791760,4517.0250,4518.4550,4516.5150,4517.1300,0.5302
1779791820,4517.1500,4518.9300,4516.7715,4518.0350,0.5176
1779791880,4518.1550,4518.5050,4517.0715,4517.8600,0.5185
1779791940,4517.8500,4518.0400,4516.0500,4516.7500,0.5430
1779792000,4516.8050,4517.3650,4515.8050,4516.3100,0.5251
1779792060,4516.2700,4516.5300,4515.0050,4516.5000,0.5189
1779792120,4516.4150,4516.4450,4512.4550,4513.5315,0.5410
1779792180,4513.5600,4514.8350,4512.5800,4514.4200,0.5514
1779792240,4514.5335,4515.2050,4512.2265,4513.3050,0.5442
1779792300,4513.3150,4516.2185,4513.0800,4516.0785,0.5564
1779792360,4516.0935,4518.0350,4515.8600,4517.5150,0.5651
1779792420,4517.5250,4518.6000,4516.4200,4518.2250,0.5462
1779792480,4518.2450,4518.2450,4516.9550,4517.5400,0.5452
1779792540,4517.5500,4519.1450,4517.1100,4519.1200,0.5271
1779792600,4519.0950,4519.4500,4517.3450,4517.7650,0.5423
1779792660,4517.7150,4519.1835,4517.6550,4519.1100,0.5493
1779792720,4519.0450,4519.5950,4518.8850,4519.2000,0.5473
1779792780,4519.1900,4519.2550,4517.4050,4517.4535,0.5360
1779792840,4517.4585,4519.3850,4516.9700,4519.0950,0.5335
1779792900,4519.1350,4520.0950,4517.8800,4517.9350,0.5439
1779792960,4517.8300,4519.7950,4517.8300,4519.2800,0.5503
1779793020,4519.3700,4519.5735,4517.6150,4518.5950,0.5600
1779793080,4518.5115,4521.4650,4517.9315,4521.1450,0.5474
1779793140,4521.1650,4523.6050,4521.0650,4522.8650,0.5176
1779793200,4522.8900,4523.4550,4521.4800,4522.6500,0.4942
1779793260,4522.6650,4522.9250,4521.0700,4522.5850,0.4560
1779793320,4522.6200,4522.6200,4520.9600,4521.5550,0.5133
1779793380,4521.5450,4522.5150,4519.8615,4519.9500,0.5260
1779793440,4519.9300,4520.7350,4519.7450,4519.8650,0.5244
1779793500,4519.9100,4520.7750,4519.6150,4520.5650,0.4790
1779793560,4520.5750,4521.4600,4520.3500,4521.1600,0.5097
1779793620,4521.1800,4524.0750,4521.1800,4523.6000,0.5337
1779793680,4523.8085,4524.4150,4522.9250,4524.0800,0.5756
1779793740,4524.0950,4525.5700,4523.2600,4525.5700,0.5779
1779793800,4525.6000,4527.2935,4525.2050,4527.0150,0.5610
1779793860,4526.9250,4528.4600,4526.5050,4528.3950,0.5656
1779793920,4528.4785,4530.3750,4528.4200,4530.1250,0.5748
1779793980,4530.1000,4532.2950,4528.2150,4528.3600,0.5850
1779794040,4528.5935,4529.6300,4527.4600,4529.4850,0.5767
1779794100,4529.5650,4532.8300,4529.5500,4532.3935,0.6292
1779794160,4532.4550,4533.1800,4530.7100,4531.2350,0.5912
1779794220,4531.2100,4531.6550,4528.9300,4529.0300,0.5036
1779794280,4529.1100,4530.1700,4527.8300,4529.3350,0.4252
1779794340,4529.3450,4529.5900,4527.5600,4528.1500,0.4781
1779794400,4528.1600,4529.3900,4527.6450,4529.3165,0.4816
1779794460,4529.3115,4531.7200,4529.3115,4531.2250,0.4425
1779794520,4531.2350,4532.4500,4530.6250,4531.6600,0.4348
1779794580,4531.7100,4532.6250,4531.3850,4531.4150,0.5113
1779794640,4531.3950,4532.3800,4531.3950,4531.7400,0.5265
1779794700,4531.7800,4532.4400,4531.6250,4532.0800,0.5413
1779794760,4532.0500,4532.9050,4532.0200,4532.5750,0.5442
1779794820,4532.5500,4533.5750,4532.2150,4533.4800,0.5409
1779794880,4533.5000,4535.4400,4532.3900,4534.3650,0.6103
1779794940,4534.3150,4534.3600,4532.0650,4533.4950,0.5984
1779795000,4533.5400,4535.6500,4533.5400,4535.1300,0.5552
1779795060,4535.1850,4535.5350,4533.8600,4533.9650,0.5019
1779795120,4533.8650,4535.0250,4533.4500,4534.0000,0.5246
1779795180,4534.0300,4535.4800,4533.8550,4535.1850,0.5643
1779795240,4535.1700,4538.8850,4535.0765,4538.7750,0.5640
1779795300,4538.7600,4538.7600,4535.6050,4535.9550,0.5458
1779795360,4535.9950,4537.6750,4535.9050,4536.9200,0.5553
1779795420,4537.0150,4537.0450,4534.8950,4535.0000,0.5504
1779795480,4534.9365,4534.9400,4533.9350,4534.3100,0.5998
1779795540,4534.1950,4534.4350,4533.9850,4534.1650,0.6046
1779795600,4534.1900,4534.9550,4533.6200,4534.2100,0.6206
1779795660,4534.2050,4534.8100,4533.9300,4534.1200,0.5840
1779795720,4534.1435,4534.2700,4532.7600,4532.8950,0.5930
1779795780,4532.8750,4534.1500,4531.9915,4532.0850,0.5813
1779795840,4532.0550,4533.8035,4531.5365,4533.2400,0.5517
1779795900,4533.2700,4536.2400,4533.1950,4535.8800,0.5670
1779795960,4535.8550,4535.9700,4534.1450,4534.4015,0.5775
1779796020,4534.4750,4534.8100,4533.4250,4533.9200,0.5860
1779796080,4534.0035,4535.6935,4533.9450,4535.5885,0.5726
1779796140,4535.6035,4537.7250,4534.9850,4537.6200,0.6015
1779796200,4537.6450,4540.6150,4537.3450,4538.3100,0.5815
1779796260,4538.3250,4538.6500,4537.3100,4538.0500,0.5990
1779796320,4538.0150,4538.1600,4536.0750,4536.7550,0.5752
1779796380,4536.7900,4536.8150,4535.6265,4535.9250,0.5624
1779796440,4535.9550,4535.9900,4534.4950,4534.8050,0.5258
1779796500,4534.8165,4535.2915,4534.0715,4534.2100,0.5408
